,idx,x_coord,y_coord
1140,1140,349.0,378.0
1141,1141,349.0,383.0
1142,1142,349.0,391.0
1143,1143,349.0,395.0
1144,1144,349.0,403.0
1145,1145,352.0,419.0
1146,1146,352.0,424.0
1147,1147,352.0,429.0
1148,1148,352.0,439.0
1149,1149,352.0,439.0
1150,1150,352.0,442.0
1151,1151,352.0,444.0
1152,1152,352.0,444.0
1153,1153,352.0,453.0
1154,1154,352.0,454.0
1155,1155,352.0,454.0
1156,1156,352.0,454.0
1157,1157,352.0,454.0
1158,1158,352.0,455.0
1159,1159,352.0,455.0
1160,1160,352.0,456.0
1161,1161,351.0,456.0
1162,1162,351.0,457.0
1163,1163,351.0,457.0
1164,1164,351.0,458.0
1165,1165,351.0,459.0
1166,1166,350.0,459.0
1167,1167,350.0,460.0
1168,1168,350.0,460.0
1169,1169,350.0,461.0
1170,1170,350.0,461.0
1171,1171,350.0,462.0
1172,1172,350.0,463.0
1173,1173,349.0,463.0
1174,1174,349.0,464.0
1175,1175,349.0,464.0
1176,1176,349.0,465.0
1177,1177,349.0,465.0
1178,1178,348.0,466.0
1179,1179,348.0,467.0
1180,1180,348.0,467.0
1181,1181,348.0,468.0
1182,1182,348.0,468.0
1183,1183,348.0,469.0
1184,1184,348.0,469.0
1185,1185,347.0,470.0
1186,1186,347.0,471.0
1187,1187,347.0,471.0
1188,1188,347.0,472.0
1189,1189,347.0,472.0
1190,1190,346.0,473.0
1191,1191,346.0,473.0
1192,1192,346.0,474.0
1193,1193,346.0,475.0
1194,1194,346.0,475.0
1195,1195,346.0,476.0
1196,1196,346.0,476.0
1197,1197,345.0,477.0
1198,1198,345.0,477.0
1199,1199,345.0,478.0
